G(x,y) = y / lg(x)
Количество точек: x=1, y=491
Вариант: 16 (четный)

y\x                2.000
2.000           6.643856
2.200           7.308242
2.400           7.972627
2.600           8.637013
2.800           9.301399
3.000           9.965784
3.200          10.630170
3.400          11.294556
3.600          11.958941
3.800          12.623327
4.000          13.287712
4.200          13.952098
4.400          14.616484
4.600          15.280869
4.800          15.945255
5.000          16.609640
5.200          17.274026
5.400          17.938412
5.600          18.602797
5.800          19.267183
6.000          19.931569
6.200          20.595954
6.400          21.260340
6.600          21.924725
6.800          22.589111
7.000          23.253497
7.200          23.917882
7.400          24.582268
7.600          25.246654
7.800          25.911039
8.000          26.575425
8.200          27.239810
8.400          27.904196
8.600          28.568582
8.800          29.232967
9.000          29.897353
9.200          30.561738
9.400          31.226124
9.600          31.890510
9.800          32.554895
10.000         33.219281
10.200         33.883667
10.400         34.548052
10.600         35.212438
10.800         35.876823
11.000         36.541209
11.200         37.205595
11.400         37.869980
11.600         38.534366
11.800         39.198752
12.000         39.863137
12.200         40.527523
12.400         41.191908
12.600         41.856294
12.800         42.520680
13.000         43.185065
13.200         43.849451
13.400         44.513836
13.600         45.178222
13.800         45.842608
14.000         46.506993
14.200         47.171379
14.400         47.835765
14.600         48.500150
14.800         49.164536
15.000         49.828921
15.200         50.493307
15.400         51.157693
15.600         51.822078
15.800         52.486464
16.000         53.150850
16.200         53.815235
16.400         54.479621
16.600         55.144006
16.800         55.808392
17.000         56.472778
17.200         57.137163
17.400         57.801549
17.600         58.465934
17.800         59.130320
18.000         59.794706
18.200         60.459091
18.400         61.123477
18.600         61.787863
18.800         62.452248
19.000         63.116634
19.200         63.781019
19.400         64.445405
19.600         65.109791
19.800         65.774176
20.000         66.438562
20.200         67.102948
20.400         67.767333
20.600         68.431719
20.800         69.096104
21.000         69.760490
21.200         70.424876
21.400         71.089261
21.600         71.753647
21.800         72.418032
22.000         73.082418
22.200         73.746804
22.400         74.411189
22.600         75.075575
22.800         75.739961
23.000         76.404346
23.200         77.068732
23.400         77.733117
23.600         78.397503
23.800         79.061889
24.000         79.726274
24.200         80.390660
24.400         81.055046
24.600         81.719431
24.800         82.383817
25.000         83.048202
25.200         83.712588
25.400         84.376974
25.600         85.041359
25.800         85.705745
26.000         86.370130
26.200         87.034516
26.400         87.698902
26.600         88.363287
26.800         89.027673
27.000         89.692059
27.200         90.356444
27.400         91.020830
27.600         91.685215
27.800         92.349601
28.000         93.013987
28.200         93.678372
28.400         94.342758
28.600         95.007144
28.800         95.671529
29.000         96.335915
29.200         97.000300
29.400         97.664686
29.600         98.329072
29.800         98.993457
30.000         99.657843
30.200        100.322228
30.400        100.986614
30.600        101.651000
30.800        102.315385
31.000        102.979771
31.200        103.644157
31.400        104.308542
31.600        104.972928
31.800        105.637313
32.000        106.301699
32.200        106.966085
32.400        107.630470
32.600        108.294856
32.800        108.959242
33.000        109.623627
33.200        110.288013
33.400        110.952398
33.600        111.616784
33.800        112.281170
34.000        112.945555
34.200        113.609941
34.400        114.274326
34.600        114.938712
34.800        115.603098
35.000        116.267483
35.200        116.931869
35.400        117.596255
35.600        118.260640
35.800        118.925026
36.000        119.589411
36.200        120.253797
36.400        120.918183
36.600        121.582568
36.800        122.246954
37.000        122.911340
37.200        123.575725
37.400        124.240111
37.600        124.904496
37.800        125.568882
38.000        126.233268
38.200        126.897653
38.400        127.562039
38.600        128.226424
38.800        128.890810
39.000        129.555196
39.200        130.219581
39.400        130.883967
39.600        131.548353
39.800        132.212738
40.000        132.877124
40.200        133.541509
40.400        134.205895
40.600        134.870281
40.800        135.534666
41.000        136.199052
41.200        136.863438
41.400        137.527823
